Pais,Confirmados,NConfirmados,MMConfirmados,Obitos,NObitos,MMObitos,Recuperados,Ativos,Data
DE,3254609,31721,20622,81203,265,218,2856510,316896,2021-04-22
DE,3276871,22262,20394,81492,289,228,2876690,318689,2021-04-23
DE,3291293,14422,19569,81610,118,234,2902900,306783,2021-04-24
DE,3306692,15399,21595,81671,61,231,2917730,307291,2021-04-25
DE,3312653,5961,20788,82009,338,236,2939900,290744,2021-04-26
DE,3338564,25911,20004,82325,316,235,2960900,295339,2021-04-27
DE,3366827,28263,20562,82588,263,235,2966590,317649,2021-04-28
DE,3391039,24212,19490,82865,277,237,2987910,320264,2021-04-29
DE,3405365,14326,18356,83097,232,229,3008640,313628,2021-04-30
DE,3423900,18535,18943,83207,110,228,3025120,315573,2021-05-01
DE,3432676,8776,17997,83292,85,231,3051730,297654,2021-05-02
DE,3438186,5510,17933,83605,313,228,3053770,300811,2021-05-03
DE,3462297,24111,17676,83890,285,223,3075230,303177,2021-05-04
DE,3484755,22458,16846,84141,251,221,3118660,281954,2021-05-05
DE,3502672,17917,15947,84425,284,222,3140330,277917,2021-05-06
DE,3517762,15090,16056,84659,234,223,3142640,290463,2021-05-07
DE,3530887,13125,15283,84789,130,226,3160630,285468,2021-05-08
DE,3530887,0,14030,84844,55,221,3187100,258943,2021-05-09
DE,3538208,7321,14288,85118,274,216,3188710,264380,2021-05-10
DE,3557904,19696,13658,85385,267,213,3231090,241429,2021-05-11
DE,3564494,6590,11391,85451,66,187,3233630,245413,2021-05-12
DE,3578125,13631,10779,85853,402,204,3268190,224082,2021-05-13
DE,3588502,10377,10105,86030,177,195,3284300,218172,2021-05-14
DE,3595872,7370,9283,86100,70,187,3292700,217072,2021-05-15
DE,3602939,7067,10293,86166,66,188,3306260,210513,2021-05-16
DE,3608320,5381,10016,86386,220,181,3323190,198744,2021-05-17
DE,3615896,7576,8284,86671,285,183,3342350,186875,2021-05-18
DE,3627777,11881,9040,86908,237,208,3359530,181339,2021-05-19
DE,3638504,10727,8625,87135,227,183,3376100,175269,2021-05-20
DE,3646600,8096,8299,87303,168,181,3390400,168897,2021-05-21
DE,3653019,6419,8163,87385,82,183,3398700,166934,2021-05-22
DE,3657662,4643,7817,87429,44,180,3410040,160193,2021-05-23
DE,3659990,2328,7381,87461,32,153,3425380,147149,2021-05-24
DE,3662568,2578,6667,87733,272,151,3439570,135265,2021-05-25
DE,3667041,4473,5609,88000,267,156,3452290,126751,2021-05-26
DE,3673990,6949,5069,88192,192,151,3463130,122668,2021-05-27
DE,3680159,6169,4794,88360,168,151,3472650,119149,2021-05-28
DE,3684672,4513,4521,88413,53,146,3479700,116559,2021-05-29
DE,3687715,3043,4293,88431,18,143,3487850,111434,2021-05-30
DE,3689921,2206,4275,88601,170,162,3498580,102740,2021-05-31
DE,3692908,2987,4334,88781,180,149,3509660,94467,2021-06-01
DE,3698004,5096,4423,88945,164,135,3518860,90199,2021-06-02
DE,3701692,3688,3957,89031,86,119,3526110,86551,2021-06-03
DE,3704685,2993,3503,89152,121,113,3533860,81673,2021-06-04
DE,3706934,2249,3180,89228,76,116,3538290,79416,2021-06-05
DE,3708898,1964,3026,89249,21,116,3542000,77649,2021-06-06
DE,3710342,1444,2917,89390,141,112,3549820,71132,2021-06-07
DE,3712595,2253,2812,89497,107,102,3557840,65258,2021-06-08
DE,3715870,3275,2552,89592,95,92,3563140,63138,2021-06-09
DE,3718617,2747,2417,89693,101,94,3568460,60464,2021-06-10
DE,3720811,2194,2303,89821,128,95,3574000,56990,2021-06-11
DE,3722295,1484,2194,89841,20,87,3577840,54614,2021-06-12
DE,3723295,1000,2056,89849,8,85,3581340,52106,2021-06-13
DE,3724168,873,1975,89944,95,79,3585660,48564,2021-06-14
DE,3725328,1160,1819,90079,135,83,3590610,44639,2021-06-15
DE,3726767,1439,1556,90185,106,84,3593730,42852,2021-06-16
DE,3727668,901,1293,90277,92,83,3597940,39451,2021-06-17
DE,3728601,933,1112,90374,97,79,3600360,37867,2021-06-18
DE,3729597,996,1043,90390,16,78,3602150,37057,2021-06-19
DE,3730126,529,975,90400,10,78,3604050,35676,2021-06-20
DE,3730619,493,921,90477,77,76,3606150,33992,2021-06-21
DE,3731304,685,853,90553,76,67,3609310,31441,2021-06-22
DE,3732439,1135,810,90620,67,62,3612840,28979,2021-06-23
DE,3732914,475,749,90685,65,58,3616140,26089,2021-06-24
DE,3733665,751,723,90752,67,54,3617470,25443,2021-06-25
DE,3734153,488,650,90761,9,53,3618510,24882,2021-06-26
DE,3734489,336,623,90768,7,52,3619010,24711,2021-06-27
DE,3734830,341,601,90826,58,49,3620830,23174,2021-06-28
DE,3735399,569,585,90883,57,47,3622220,22296,2021-06-29
DE,3736205,806,538,90945,62,46,3623800,21460,2021-06-30
DE,3736959,754,577,91014,69,47,3625010,20935,2021-07-01
DE,3737630,671,566,91032,18,40,3625740,20858,2021-07-02
DE,3738059,429,558,91040,8,39,3626610,20409,2021-07-03
DE,3738470,411,568,91039,-1,38,3627520,19911,2021-07-04
DE,3738862,392,576,91068,29,34,3628600,19194,2021-07-05
DE,3739575,713,596,91118,50,33,3628910,19547,2021-07-06
DE,3740567,992,623,91148,30,29,3630340,19079,2021-07-07
DE,3741470,903,644,91197,49,26,3631310,18963,2021-07-08
DE,3742355,885,675,91232,35,28,3632230,18893,2021-07-09
DE,3743164,809,729,91239,7,28,3632330,19595,2021-07-10
DE,3743732,568,751,91241,2,28,3632930,19561,2021-07-11
DE,3744285,553,774,91268,27,28,3633520,19497,2021-07-12
DE,3745312,1027,819,91295,27,25,3634550,19467,2021-07-13
DE,3746935,1623,909,91326,31,25,3635420,20189,2021-07-14
DE,3748379,1444,987,91346,20,21,3636120,20913,2021-07-15
DE,3749944,1565,1084,91367,21,19,3636960,21617,2021-07-16
