Pais,Confirmados,NConfirmados,MMConfirmados,Obitos,NObitos,MMObitos,Recuperados,Ativos,Data
BR,17412766,37948,66529,487401,1129,1999,15400169,1525196,2021-06-13
BR,17452612,39846,66913,488228,827,1973,15421397,1542987,2021-06-14
BR,17533221,80609,70870,490696,2468,1986,15519955,1522570,2021-06-15
BR,17628588,95367,72244,493693,2997,2025,15569556,1565339,2021-06-16
BR,17702630,74042,70237,496004,2311,1997,15660614,1546012,2021-06-17
BR,17801462,98832,72192,498499,2495,2037,15687189,1615774,2021-06-18
BR,17883750,82288,72704,500800,2301,2075,15745463,1637487,2021-06-19
BR,17927928,44178,73594,501825,1025,2060,15745463,1680640,2021-06-20
BR,17966831,38903,73459,502586,761,2051,15819764,1644481,2021-06-21
BR,18054653,87822,74490,504717,2131,2003,15862096,1687840,2021-06-22
BR,18169881,115228,77327,507109,2392,1916,16008271,1654501,2021-06-23
BR,18243483,73602,77264,509141,2032,1876,16038230,1696112,2021-06-24
BR,18322760,79277,74471,511142,2001,1806,16097711,1713907,2021-06-25
BR,18386894,64134,71877,512735,1593,1705,16146608,1727551,2021-06-26
BR,18420598,33704,70381,513474,739,1664,16160826,1746298,2021-06-27
BR,18448402,27804,68795,514092,618,1643,16240380,1693930,2021-06-28
BR,18513305,64903,65521,515985,1893,1609,16277785,1719535,2021-06-29
BR,18557141,43836,55322,518066,2081,1565,16299258,1739817,2021-06-30
BR,18622304,65163,54117,520095,2029,1564,16477253,1624956,2021-07-01
BR,18687469,65165,52101,521952,1857,1544,16509821,1655696,2021-07-02
BR,18742025,54556,50733,523587,1635,1550,16524100,1694338,2021-07-03
BR,18769808,27783,49887,524417,830,1563,16582483,1662908,2021-07-04
BR,18792511,22703,49158,525112,695,1574,16675561,1591838,2021-07-05
BR,18855015,62504,48815,526892,1780,1558,16740136,1587987,2021-07-06
BR,18909037,54022,50270,528540,1648,1496,16763522,1616975,2021-07-07
BR,18962762,53725,48636,530179,1639,1440,16796161,1636422,2021-07-08
BR,19020499,57737,47575,531688,1509,1390,16823301,1665510,2021-07-09
BR,19069003,48504,46711,532893,1205,1329,16983333,1552777,2021-07-10
BR,19089940,20937,45733,533488,595,1295,17001043,1555409,2021-07-11
BR,19106971,17031,44922,534233,745,1303,17014796,1557942,2021-07-12
BR,19151993,45022,42425,535838,1605,1278,17037027,1579128,2021-07-13
BR,19209729,57736,42956,537394,1556,1264,17128429,1543906,2021-07-14
BR,19262518,52789,42822,538942,1548,1251,17141848,1581728,2021-07-15
BR,19308109,45591,41087,540398,1456,1244,17252650,1515061,2021-07-16
